,PhraseNo,Phrase,IsHateSpeech,Tokens
197,390,"['Ane', 'mehema', 'randuwenawanam', 'heta', 'parliment', 'yanna', 'epa', 'please', ',', 'adarshamath', 'wennako', 'aduma', 'tharame', '.', 'Lejjai']",0,"['ane', 'mehema', 'randuwenawanam', 'heta', 'parliment', 'yanna', 'epa', 'please', 'adarshamath', 'wennako', 'aduma', 'tharame', 'lejjai']"
198,391,"['Me', 'dagalanne', 'janthavata', 'sahana', 'dennada', '?', '?', '?', '?', 'nee', 'munge', 'blayata', 'kaaadara', 'kamata', '...', '.kageda', 'me', 'Rata', '...', 'ayalage', 'pawugalika', 'buudalayak', 'nemai', 'needa', '?', '?', 'mahajanthavani', '!', '!', '!', 'molaya', 'kPana', 'kra', 'danvat', 'sudussan', 'pamnk', 'paliment', 'yavanna', '!', '!', '!', '!', '?', '?', '?']",1,"['me', 'dagalanne', 'janthavata', 'sahana', 'dennada', 'nee', 'munge', 'blayata', 'kaaadara', 'kamata', 'kageda', 'me', 'rata', 'ayalage', 'pawugalika', 'buudalayak', 'nemai', 'needa', 'mahajanthavani', 'molaya', 'kpana', 'kra', 'danvat', 'sudussan', 'pamnk', 'paliment', 'yavanna']"
199,392,"['Ammapa', 'shik', 'oka', 'karannna', 'ekek', 'nane', 'me', 'rate', 'uwa', 'diwiyaloke', 'gihin', 'niwanuth', 'daki', 'appa', 'e', 'karana', 'kusalayata', 'samana', 'karanna', 'kusalayak', 'thawa', 'nathiwai', 'me', 'loke']",1,"['ammapa', 'shik', 'oka', 'karannna', 'ekek', 'nane', 'me', 'rate', 'uwa', 'diwiyaloke', 'gihin', 'niwanuth', 'daki', 'appa', 'e', 'karana', 'kusalayata', 'samana', 'karanna', 'kusalayak', 'thawa', 'nathiwai', 'me', 'loke']"
200,395,"['ehema', 'innawanam', 'koitharam', 'hodaida', '.', 'Hamadema', 'parliment', 'eke', 'unata', 'nikam', 'pitathadi', 'yaluwo', '.', 'Dakimath', 'sathutak']",1,"['ehema', 'innawanam', 'koitharam', 'hodaida', 'hamadema', 'parliment', 'eke', 'unata', 'nikam', 'pitathadi', 'yaluwo', 'dakimath', 'sathutak']"
201,396,"['අපි', 'ඉස්කෝලේ', 'යන', 'කාලේ', 'වාර', 'විභාගේ', 'කල්', 'ගියාමත්', 'අද', 'jvp', 'unp', 'අය', 'විදින', 'තාවකාලික', 'සතුට', 'වින්දා']",1,"['jvp', 'unp']"
202,398,"['Nuugath', 'sadachara', 'kamak', 'nethi', 'un', 'balayata', 'apuwahama', 'mewage', 'dewal', 'athi', 'wenawa', '.', 'Upekshawen', 'bala', 'idimu', '.']",1,"['nuugath', 'sadachara', 'kamak', 'nethi', 'un', 'balayata', 'apuwahama', 'mewage', 'dewal', 'athi', 'wenawa', 'upekshawen', 'bala', 'idimu']"
203,405,"['sha', '...', 'niyama', 'wadak..kalanm', 'hari', 'ape', 'kattiyatath']",1,"['sha', 'niyama', 'wadak kalanm', 'hari', 'ape', 'kattiyatath']"
204,406,"['oyaga', 'Rail', 'mhatayata', 'minisu', 'chanda', 'Dunbar', 'magma', 'koranta', 'tame', 'nmuth', 'it', 'a', 'klalin', 'central', 'bank', 'akata', 'Wada', 'dunana', '(', 'hour', 'wanuvan', 'horu', 'una', ')']",1,"['oyaga', 'rail', 'mhatayata', 'minisu', 'chanda', 'dunbar', 'magma', 'koranta', 'tame', 'nmuth', 'it', 'a', 'klalin', 'central', 'bank', 'akata', 'wada', 'dunana', 'hour', 'wanuvan', 'horu', 'una']"
205,410,"['And', 'kohoma', 'hari', 'karanawanam', 'onna', 'niyama', 'wadak', '.']",1,"['and', 'kohoma', 'hari', 'karanawanam', 'onna', 'niyama', 'wadak']"
206,411,"['මෙක', 'ඇත්තටම', 'උනොත්', 'නම්', 'heart', 'attack', 'hadila', 'mareii']",1,"['heart', 'attack', 'hadila', 'mareii']"
207,414,"['මූ', 'ශුවර්', 'Rugby', 'player', 'කෙනෙක්', 'හරියටම', 'බෝල්', 'එක', 'අරන්', 'යන', 'විදියටම', 'මු', 'අනික්', 'Players', 'ලව', 'මග', 'අැරල', 'රින්ගල', 'අැවිත්', 'ලකුණ', 'ගත්ත', 'වගේ', 'සීන්', 'එකක්', 'ඒක']",1,"['rugby', 'player', 'players']"
208,415,"['Sira', 'kathawa', 'ban', 'eka', 'nam']",1,"['sira', 'kathawa', 'ban', 'eka', 'nam']"
209,421,"['Ara', 'miniha', 'oxygen', 'nethuwa', 'merenne']",1,"['ara', 'miniha', 'oxygen', 'nethuwa', 'merenne']"
210,423,"['Policiye', 'un', 'hithan', 'inne', 'LTTE', 'karayek', 'ahu', 'una', 'kiyala']",1,"['policiye', 'un', 'hithan', 'inne', 'ltte', 'karayek', 'ahu', 'una', 'kiyala']"
211,425,"['Podikale', 'hora', 'polis', 'den', 'trend', 'ekata', 'ewilla', 'wage']",1,"['podikale', 'hora', 'polis', 'den', 'trend', 'ekata', 'ewilla', 'wage']"
212,426,"['Jonah', 'lomu', 'වගේ', 'යකෝ', 'ට්\u200dරයි', 'එක', 'තිබ්බේ']",1,"['jonah', 'lomu']"
213,427,"['4', 'simawata', 'giya', 'eka', 'hatharak', 'reka', 'genimata', 'noheki', 'unaa']",1,"['4', 'simawata', 'giya', 'eka', 'hatharak', 'reka', 'genimata', 'noheki', 'unaa']"
214,428,"['Ara', 'Police', 'lokkath', 'rugby', 'gahapu', 'ekek', 'mama', 'hithanne']",1,"['ara', 'police', 'lokkath', 'rugby', 'gahapu', 'ekek', 'mama', 'hithanne']"
215,429,"['patta', 'Try', 'eka', '.', 'SI', 'kenekds', 'koheda', 'kohoma', 'hari', 'Tackle', 'kara']",1,"['patta', 'try', 'eka', 'si', 'kenekds', 'koheda', 'kohoma', 'hari', 'tackle', 'kara']"
216,431,"['Suddage', 'athe', 'ruger', 'ball', 'ekak', 'thibbanam', 'maru..']",1,"['suddage', 'athe', 'ruger', 'ball', 'ekak', 'thibbanam', 'maru']"
217,433,"['Munta', 'puluwanne', 'bila', 'yana', 'ahinsaka', 'minihak', 'alla', 'ganda', 'tama', '?']",1,"['munta', 'puluwanne', 'bila', 'yana', 'ahinsaka', 'minihak', 'alla', 'ganda', 'tama']"
218,436,"['Galu', 'policeyama', 'awwilla', 'yako', '.']",1,"['galu', 'policeyama', 'awwilla', 'yako']"
219,441,"['admin', 'manta', 'apith', 'kamathi', 'nha', 'mahindatath', 'kamthima', 'nha', 'unp', 'nm', 'ponil', 'enna', 'kn', 'katha', 'krla', 'wdk', 'nha', 'eth', 'lokka', 'gaththe', 'gnna', 'thiyena', 'hdma', 'thirane']",1,"['admin', 'manta', 'apith', 'kamathi', 'nha', 'mahindatath', 'kamthima', 'nha', 'unp', 'nm', 'ponil', 'enna', 'kn', 'katha', 'krla', 'wdk', 'nha', 'eth', 'lokka', 'gaththe', 'gnna', 'thiyena', 'hdma', 'thirane']"
220,444,"['Ithin', 'hodaine', 'karapu', 'de.kage', 'unath', 'prathipaththi', 'weradinam', 'me', 'tika', 'thama', 'wenna', 'one', '.']",1,"['ithin', 'hodaine', 'karapu', 'de kage', 'unath', 'prathipaththi', 'weradinam', 'me', 'tika', 'thama', 'wenna', 'one']"
221,446,"['KISI', 'PRASNAYA', 'NAHE', 'APE', 'RATE', 'SALLI', 'THIYENAWA', 'KABASINIYA', 'KARANNA', 'THAWA', 'ONE', 'THARAM']",1,"['kisi', 'prasnaya', 'nahe', 'ape', 'rate', 'salli', 'thiyenawa', 'kabasiniya', 'karanna', 'thawa', 'one', 'tharam']"
222,447,"['Meeta', 'pasu', 'lankawe', 'chandayak', 'awashshmanatha', '.', 'Mewage', 'vihilu', 'monaratakawath', 'nathuwa', 'athi', '.']",1,"['meeta', 'pasu', 'lankawe', 'chandayak', 'awashshmanatha', 'mewage', 'vihilu', 'monaratakawath', 'nathuwa', 'athi']"
223,448,"['Parliment', 'eka', 'විසුරුවා', 'janathawatama', 'oka', 'bara', 'dunna', 'eka', 'hodai.mokada', 'parliment', 'eke', 'inna', 'horu', 'relamani', 'thoranne.eka', 'e', 'minissunta', 'nodee', 'ජනමතයට', 'ida', 'dunna', 'eka', 'hodai', 'kiyala', 'hithnawa..']",1,"['parliment', 'eka', 'janathawatama', 'oka', 'bara', 'dunna', 'eka', 'hodai mokada', 'parliment', 'eke', 'inna', 'horu', 'relamani', 'thoranne eka', 'e', 'minissunta', 'nodee', 'ida', 'dunna', 'eka', 'hodai', 'kiyala', 'hithnawa']"
224,452,"['Lokaya', 'dunu', 'wena', 'kale', 'meyala', 'apassata', 'yanna', 'hadanne..', 'Seegiri', 'situwam', 'ugayata', 'nawata', 'yannna', 'epa', '.', 'Pls']",1,"['lokaya', 'dunu', 'wena', 'kale', 'meyala', 'apassata', 'yanna', 'hadanne', 'seegiri', 'situwam', 'ugayata', 'nawata', 'yannna', 'epa', 'pls']"
225,453,"['බොරුවක්', 'කියලා', 'හිතෙන', 'අය', 'like', 'ekak', 'දාමු', '...']",1,"['like', 'ekak']"
226,454,"['Noize', 'tv', 'උන්', 'FILT', 'ව', 'HIT', 'කරනවා', 'කාලෙකට', 'උව', 'බල්ලට', 'දානවා', 'මුන්', 'මෙ', 'ගහන්නෙ', 'ගෙමක්', 'කියලා', 'හිතෙන', 'උන්', 'ලයික්', 'එකක්', 'දා', '...', 'න්', '...', '...', '...', '...', '...', '...', '.', 'මුන්', 'හදන්න', 'උබලගේ', 'ඔලු', 'වලට', 'උ', 'ගැන', 'නරක', 'අදහසක්', 'දාලා', 'ආයෙ', 'උව', 'ගෙනල්ලා', 'උ', 'හොදයි', 'වගෙ', 'පෙන්නලා', 'උව', 'හිට්', 'කරන්නයි']",1,"['noize', 'tv', 'filt', 'hit']"
227,455,"['munta', 'eka', 'miniyek', 'madi', 'ekai']",1,"['munta', 'eka', 'miniyek', 'madi', 'ekai']"
228,456,"['Europe', 'wala', 'inna', 'suddiyo', 'best', 'munta', 'wada..']",1,"['europe', 'wala', 'inna', 'suddiyo', 'best', 'munta', 'wada']"
229,457,"['මේ', 'වගේ', 'කිසි', 'වැඩක්', 'නැති', 'එවුන්', 'කරපු', 'කිසිම', 'වැඩක්', 'නැති', 'වැඩකට', 'trending', 'එන්න', 'තරම්', 'ලංකාවෙ', 'මිනිස්සු', 'මෝඩ', 'ද', '.']",1,['trending']
230,458,"['මේක', 'බලා', 'මුන්ට', 'ඇන්දුනු', 'එවුන්', 'මේ', 'පැත්තට', 'වර', '...', 'මුන්', 'negative', 'promotion', 'මචං', 'මේ', 'කරන්නෙ', '...', 'මුන්ට', 'ඕනි', 'views..', 'ඒකට', 'දැන්', 'ලෝකෙ', 'ගොඩාක්', 'චැනල්', 'කාරයෝ', 'කරන්නෙ', 'negative', 'promotions', '...', 'අපිත්', 'උන්ගෙ', 'කුණු', 'බලන්ඩ', 'බලනවා', '...', 'දැන්', 'හොද', 'දෙයක්', 'බලනවට', 'වඩා', 'කෙනෙක්ගෙ', 'නරකක්', 'සමාජ', 'ගත', 'කරන්ඩ', 'පට්ටම', 'ලේසියි', '...']",1,"['negative', 'promotion', 'views', 'negative', 'promotions']"
231,459,"['Fill', 'T', 'ගේ', 'විඩියෝ', 'එක', 'පේමස්', 'කරන්න', 'කරන', 'කුමන්ත්\u200dරනයක්', 'බන්', 'ඕක']",1,"['fill', 't']"
232,460,"['monawada', 'oii', 'mewa', '...', 'thamuselath', 'views', 'ganna', 'ona', 'jarawak', 'danawa..', 'wadagath', 'deyak', 'dala', 'ratata', 'wadak', 'athi', 'deyak', 'karala', 'salli', 'hoyanawa..']",1,"['monawada', 'oii', 'mewa', 'thamuselath', 'views', 'ganna', 'ona', 'jarawak', 'danawa', 'wadagath', 'deyak', 'dala', 'ratata', 'wadak', 'athi', 'deyak', 'karala', 'salli', 'hoyanawa']"
233,461,"['මේක', 'අනිවාර්යෙන්', 'රඟපෑමක්', 'වෙන්න', 'ඕන', 'මොකද', 'noize', 'tv', 'channel', 'එකත්', 'filti', 'ලාගෙ', 'ඔබටත්', 'ඒක', 'තේරුම්', 'ගන්න', 'පුළුවන්', 'නම්', 'like', 'කරන්න']",1,"['noize', 'tv', 'channel', 'filti', 'like']"
234,462,"['Un', 'denatawath', 'nathi', 'prashnane', 'meke', 'comment', 'karanna', 'apu', 'unta', 'thiyenne']",1,"['un', 'denatawath', 'nathi', 'prashnane', 'meke', 'comment', 'karanna', 'apu', 'unta', 'thiyenne']"
235,469,"['hasini', 'kochchara', 'samajeta', 'hoda', 'kiyagena', 'awata', 'wadak', 'na.badina', 'dawase', 'wena', 'ekek', 'ekka', 'haadakam', 'karanawa', 'me', 'video', 'ekenma', 'penawa.ekita', 'salli', 'witharai', 'wadagath', '.']",1,"['hasini', 'kochchara', 'samajeta', 'hoda', 'kiyagena', 'awata', 'wadak', 'na badina', 'dawase', 'wena', 'ekek', 'ekka', 'haadakam', 'karanawa', 'me', 'video', 'ekenma', 'penawa ekita', 'salli', 'witharai', 'wadagath']"
236,470,"['අනේ', 'මුන්ගෙ', 'බොරු', 'මාර්කටින්', 'වලට', 'අහු', 'වෙන', 'ගොබ්බයො', 'සෙට්', 'එහෙකුත්', 'ඉන්නවනේ', 'එනිවේ', 'Iraj', 'අයියා', 'Buggatiයක්', 'වත්', 'බස්සයි', 'ලගදිම']",1,['iraj']
237,472,"['hari', 'medda', 'wedasatahane', 'filltiwai', 'hashiniwai', 'vitharak', 'genella', 'palu', 'gedara', 'walang', 'bindhe', 'aei', '?', 'aei', 'filltita', 'viruddawa', 'awa', 'cumens', 'block', 'kale', 'aei', 'oke', 'therumada', 'hari', 'medda', 'kiyanne']",1,"['hari', 'medda', 'wedasatahane', 'filltiwai', 'hashiniwai', 'vitharak', 'genella', 'palu', 'gedara', 'walang', 'bindhe', 'aei', 'aei', 'filltita', 'viruddawa', 'awa', 'cumens', 'block', 'kale', 'aei', 'oke', 'therumada', 'hari', 'medda', 'kiyanne']"
238,473,"['hasini', 'gei', 'filt', 'gei', 'song', 'ekak', 'yako', 'meee', '...', 'hammeeee', 'marketing', 'ting', 'ting', '...', '.']",1,"['hasini', 'gei', 'filt', 'gei', 'song', 'ekak', 'yako', 'meee', 'hammeeee', 'marketing', 'ting', 'ting']"
239,474,"['සිංහල', 'ගායක', 'ගායිකාවෝ', 'හැමදාම', 'නහයෙන්', 'අඬන', 'නිසා', 'මම', 'ලේසියෙන්', 'අලුත්', 'සිංහල', 'සිංදු', 'අහන්නේ', 'නෑ', ',', 'ඇහුවත්', 'එක', 'පාරක්', 'අහම්බෙන්', 'වගේ', 'තමා', '.', 'හැබැයි', 'මේ', 'සිංදුව', 'ඕන', 'කමින්', 'කී', 'පාරක්', 'ඇහුවද', 'මන්දා', '.', 'Visual', 'එකත්', 'හොදයි', '.', 'ගොඩ', 'කාලෙකින්', 'අහපු', 'හොදම', 'සිංදුව', 'වගේම', 'මේ', 'කාලේ', 'ආපු', 'හොදම', 'සිංදුව']",1,['visual']
240,478,"['meka', 'yakooo..marai', 'bn', 'umbe', 'hakiyawa', ',', 'hiniyta', 'dena', 'kindi', 'thama', 'pattama']",1,"['meka', 'yakooo marai', 'bn', 'umbe', 'hakiyawa', 'hiniyta', 'dena', 'kindi', 'thama', 'pattama']"
241,480,"['අම්මෝ', 'එකටනම්', 'හොටුත්', 'පැන්නා', 'මාවත්', 'SUBSCRIBE', 'කරල', 'Help', 'එකක්', 'දෙන්න', 'පෙන්ස්', '...']",1,"['subscribe', 'help']"
242,483,"['අත්තටම', 'අදරෙකට', 'marry', 'කලනම්', 'මෙහෙම', 'කතා', 'කරන්න', 'පුලුවන්ද', '.මෙ', 'මිනිස්සු', 'marriage', 'එක', 'කියන්නෙ', 'මොකක්ද', 'කියල', 'දන්නෙ', 'නැ.හශිනි', 'තමනට', 'උන', 'ලජ්ජාව', 'වහගන්න', 'විශ්වව', 'marry', 'කරන්න', 'හදල', 'තියෙන්නෙ.ඔයලා', 'වගෙ', 'ගැනු', 'අත්තටම', 'ලජ්ජවක්.marriage', 'එක', 'කියන්නෙ', 'ලොකු', 'hotels', 'වල', 'grand', 'wedding', 'එකක්', 'ගන්න', 'එක', 'නෙවෙයි', '.', 'අදරය', 'විශ්වාසය', 'එකිනෙකාටතියන', 'respect', 'එක', 'මත', 'පවතින', 'දෙයක්.ඔයලගෙ', 'තියෙන්නෙ', 'හරිම්', 'හිස්', 'ජීවිත.බොරු', 'ශො', 'එක', 'විතරයි', '.']",1,"['marry', 'marriage', 'marry', 'hotels', 'grand', 'wedding', 'respect']"
243,486,"['ඩෙටා', 'කාගෙන', 'බලලා', 'කමෙන්ට්', 'ලයික්', 'දාල', 'කරලා', 'කරෙ', 'ලොකු', 'පින්', 'කමක්', 'තැන්ස්', 'හැමොටම', 'මීට', '...', '...', '.', 'ඉරාජ්', 'ඇතුලු', 'noize', 'tv', 'සැට්', 'එක']",1,"['noize', 'tv']"
244,488,"['විවාහයක්', 'කියන්නෙ', 'මොකක්ද', 'කියලවත්', 'දන්නෙ', 'නැති', 'උන්', 'විවාහ', 'උනාම', '...', 'ඔහොම', 'වෙනවා', '...', 'ජනප්\u200dරිය', 'වෙන්න', 'ඇට', 'ලේ', 'මස්', 'විකුණනවා', '.', 'නමුත්', 'ආදරයේ', 'හරි', 'අර්ථය', 'හොයන්න', 'ඔච්චර', 'දගලන්නෙ', 'නෑ', '...', 'ලංකාවේ', 'විවාහ', 'උත්සවයක්', 'හෝ', 'engagement', 'එකකින්', 'දෙන්න', 'ඕන', 'ආදර්ශය', 'ඕක', 'නෙමෙයි']",1,['engagement']
245,492,"['Kwd', 'hutho', 'thmge', 'kollt', 'bainkm', 'bln', 'inn', 'geni.munt', 'benla', 'wedk', 'ne', 'mun', 'badu', 'gon', 'badu.oya', 'eha', 'peththe', 'inn', 'anith', 'hiaptuwa', 'oka', 'isra', 'amma', 'gena', 'sindu', 'qwe', 'eda', 'asewn', 'e', 'dewl', 'ghuwe', 'ada', 'mu', 'ponneyk', 'thani', 'ponnya.thwa', 'deyk', 'oya', 'හසිනිගෙ', 'wedding', 'ekt', 'ek', 'wedgth', 'kiyn', 'nluwek', 'awd', 'ne', 'ekn', 'hitha', 'gnn', 'puwnm', 'mun', 'serm', 'badu', 'kiyla', '.', 'ලංකාවේ', 'සංස්කෘතිය', 'බල්ලට', 'වැටිලා.munwa', 'ෆොම්', 'krnn', 'epa', 'bolw', '.']",1,"['kwd', 'hutho', 'thmge', 'kollt', 'bainkm', 'bln', 'inn', 'geni munt', 'benla', 'wedk', 'ne', 'mun', 'badu', 'gon', 'badu oya', 'eha', 'peththe', 'inn', 'anith', 'hiaptuwa', 'oka', 'isra', 'amma', 'gena', 'sindu', 'qwe', 'eda', 'asewn', 'e', 'dewl', 'ghuwe', 'ada', 'mu', 'ponneyk', 'thani', 'ponnya thwa', 'deyk', 'oya', 'wedding', 'ekt', 'ek', 'wedgth', 'kiyn', 'nluwek', 'awd', 'ne', 'ekn', 'hitha', 'gnn', 'puwnm', 'mun', 'serm', 'badu', 'kiyla', 'krnn', 'epa', 'bolw']"
246,493,"['Niraparade', 'nasthi', 'una', 'jeewitha', '.', 'Vivahaya', 'kiyana', 'eka', 'meyalata', 'sellamak', '.', 'Ada', 'banda', 'heta', 'divorce', 'una', 'hariyata', 'instant', 'noodles', 'ekak', 'wage', '.', 'Vivahaya', 'kiyana', 'wachne', 'hari', 'therumawath', 'danne', 'na', 'meyala', '.', 'Giya', 'athme', 'karapu', 'pawak', 'me', 'gewanne', 'e', 'unata', 'eka', 'therum', 'ganna', 'ba', 'danma', 'meyalata', '.', 'Thawa', 'awrudu', '30k', 'yaddi', 'therei', '.', 'Lassana', 'pawl', 'jeewithayak', 'gewannath', 'pina', 'thiyenna', 'ona', '.', 'E', 'pina', 'meyalata', 'na', '.', 'Karmayata', 'anuwa', 'meyalage', 'me', 'jeewitheth', 'idiri', 'jeewithayath', 'theeranaya', 'wei']",1,"['niraparade', 'nasthi', 'una', 'jeewitha', 'vivahaya', 'kiyana', 'eka', 'meyalata', 'sellamak', 'ada', 'banda', 'heta', 'divorce', 'una', 'hariyata', 'instant', 'noodles', 'ekak', 'wage', 'vivahaya', 'kiyana', 'wachne', 'hari', 'therumawath', 'danne', 'na', 'meyala', 'giya', 'athme', 'karapu', 'pawak', 'me', 'gewanne', 'e', 'unata', 'eka', 'therum', 'ganna', 'ba', 'danma', 'meyalata', 'thawa', 'awrudu', '30k', 'yaddi', 'therei', 'lassana', 'pawl', 'jeewithayak', 'gewannath', 'pina', 'thiyenna', 'ona', 'e', 'pina', 'meyalata', 'na', 'karmayata', 'anuwa', 'meyalage', 'me', 'jeewitheth', 'idiri', 'jeewithayath', 'theeranaya', 'wei']"
247,494,"['මල', 'ලතෝනි', 'අහල', 'අහල', 'හෙම්බත්', 'වෙලා', 'හිටපු', 'කලෙක', 'මේ', 'වගේ', 'සුප්පා', 'songs', 'කරනවට', 'ගොඩක්', 'තැන්ක්ස්', 'බ්\u200dරෝ.සුබ', 'පතනවා', '.', 'මම', 'මේක', 'සිය', 'වතාවක්', 'විතර', 'අහන්න', 'ඇති', '.', 'සින්දුවක්', 'කියන්නේ', 'මොකක්ද', 'කියල', 'කිවොත්', 'අනිත්', 'නිරුවත', 'මාකට්', 'කරන', 'උන්ටයි', ',', 'මල', 'ගෙදරක', 'වගේ', 'ලතෝනි', 'තියන', 'උන්ටයි', 'කනට', 'දෙකක්', 'ගහල', 'සනුකව', 'පෙන්නන', 'අපිට', 'පුළුවන්', '.', 'උබ', 'අලුත්', 'යුගයක', 'අලුත්', 'පරම්පරාවක', 'ආරම්බය', 'බන්.සතුටුයි']",1,['songs']
248,496,"['Me', 'song', 'eke', 'sansara', 'sihinaya', 'tittle', 'ekath', 'dapu', 'eke', 'ma', 'nubhe', 'kumara', 'kiyala', 'demmanam', 'hodai', 'mokada', 'ekane', 'wediyenma', 'kiyanne']",1,"['me', 'song', 'eke', 'sansara', 'sihinaya', 'tittle', 'ekath', 'dapu', 'eke', 'ma', 'nubhe', 'kumara', 'kiyala', 'demmanam', 'hodai', 'mokada', 'ekane', 'wediyenma', 'kiyanne']"
249,497,"['ළඟ', 'ළඟ', 'head', 'එක', 'යවන්නෙපා', 'බොල', '...', '...', 'සරාගයේ', 'පිස්සුව', 'හොඳ', 'වෙන්නත්', 'කලිං', 'මේක', '...', '..', 'හඳේ', 'ඉඩං', 'කෑල්ලක්', 'ගන්න', 'වෙයි', 'වගේ', '.', 'Suppper', 'Song', 'Bro', '...', '.']",1,"['head', 'suppper', 'song', 'bro']"
250,498,"['Fil', 'T', 'කාලා', 'ලෙසටම', 'නැත්තන්', 'ඔච්චර', 'නහයෙන්', 'අඬ', 'අඬ', 'මෙහෙම', 'ගැහුවා', 'අරහෙම', 'ගැහුවා', 'කියන්', 'නෑ']",1,"['fil', 't']"
251,501,"['ආතල්', 'එකේ', 'ඉන්න', 'කොල්ලෙක්ට', 'කෙල්ලෙක්', 'සෙට්', 'උන', 'මුල්ම', 'දවස්', 'වල', 'කෙල්ල', '-', 'ඔයා', 'මරු', 'අනේ..', 'නිතරම', 'විහිලුවෙන්මයි', 'ඉන්නෙ..', 'ටික', 'කාලෙකට', 'පස්සෙ', 'කෙල්ල', '-', 'ඔයාට', 'හැමදේම', 'joke', 'එකක්', 'ද', '?', '?', 'ඇයි', 'බං', '!', 'ඇයි', 'මෙහෙම', '!', '!']",1,['joke']
252,504,"['fity', 'උබ', 'රටට', 'ලොකු', 'විනාශයක්', 'උබ', 'සින්දු', 'කියලා', 'YouTube', 'එකේ', 'අප්ලෝඩ්', 'කරන්නේ', 'දඩාවත', 'වීඩියෝ', 'උබගේ', 'මුහුනේම', 'දඩාවත', 'පෙනුම', 'තියෙනවා', 'කරුණාකරලා', 'ජරාව', 'වීඩියෝ', 'ප්\u200dරසිද්ධ', 'කරන්න', 'එපා']",1,"['fity', 'youtube']"
253,510,"['OBALAATA', '...', 'KMID', '...', 'KARANNA..PRAMAADA..UNAA', '...', 'MAMA..KAAMA..KANIN..GAMN', '...', 'DANSALA..BALUWE', '...', 'GOODAK..PIN..AMATITUMANI', '...', '.UPADINA', '...', 'AATMAYAKA', '...', 'RAAJIYATA', '...', 'RAJIKMA', '...', 'WEEWAA', '...', '.POOHOODINA', '...', 'BUDUSARANAII']",1,"['obalaata', 'kmid', 'karanna pramaada unaa', 'mama kaama kanin gamn', 'dansala baluwe', 'goodak pin amatitumani', 'upadina', 'aatmayaka', 'raajiyata', 'rajikma', 'weewaa', 'poohoodina', 'budusaranaii']"
254,512,"['Desha', 'palanaya', 'adala', 'naha..kala', 'wade', 'agaya', 'karanawa', 'yate', 'aramuna', 'kese', 'wetath', 'karapo', 'de', 'uthum', 'danayak', '..mokada', 'ada', 'Rs', '100k', 'wath', 'nathi', 'pawol', '.', 'ada', 'api', 'athara', 'innawa', 'mahaththayo', '..', 'samaharu', 'ahai', '100kin', 'mokak', 'karnnada', 'kiyala', 'aeth', 'sathayak.wath', 'nathi', 'welewe', 'ae', '100th', 'kotiyak', 'watenawa']",1,"['desha', 'palanaya', 'adala', 'naha kala', 'wade', 'agaya', 'karanawa', 'yate', 'aramuna', 'kese', 'wetath', 'karapo', 'de', 'uthum', 'danayak', 'mokada', 'ada', 'rs', '100k', 'wath', 'nathi', 'pawol', 'ada', 'api', 'athara', 'innawa', 'mahaththayo', 'samaharu', 'ahai', '100kin', 'mokak', 'karnnada', 'kiyala', 'aeth', 'sathayak wath', 'nathi', 'welewe', 'ae', '100th', 'kotiyak', 'watenawa']"
255,514,"['U.n.p.eke', 'badumkara', 'dansalin', 'passe', 'thiyapu', 'palaweni', 'dannsala', '.u.n.p..', 'un', 'thaniyama', 'ne', 'kawe', 'badam', 'kare', 'dansala', 'unta', 'hithata', 'madi', 'kamak', 'wenna', 'ethi', 'me', 'ahisaka', 'janathava', 'mudal', 'dansal', 'dena', 'kota']",1,"['u n p eke', 'badumkara', 'dansalin', 'passe', 'thiyapu', 'palaweni', 'dannsala', 'u n p', 'un', 'thaniyama', 'ne', 'kawe', 'badam', 'kare', 'dansala', 'unta', 'hithata', 'madi', 'kamak', 'wenna', 'ethi', 'me', 'ahisaka', 'janathava', 'mudal', 'dansal', 'dena', 'kota']"
256,517,"['oyaga', 'Rail', 'mhatayata', 'minisu', 'chanda', 'Dunbar', 'magma', 'koranta', 'tame', 'nmuth', 'it', 'a', 'klalin', 'central', 'bank', 'akata', 'Wada', 'dunana', '(', 'hour', 'wanuvan', 'horu', 'una', ')']",1,"['oyaga', 'rail', 'mhatayata', 'minisu', 'chanda', 'dunbar', 'magma', 'koranta', 'tame', 'nmuth', 'it', 'a', 'klalin', 'central', 'bank', 'akata', 'wada', 'dunana', 'hour', 'wanuvan', 'horu', 'una']"
257,519,"['Sobitha', 'hamuduruwo', 'hitiye', 'nathi', 'eka', 'num', 'loku', 'deyak..', 'un', 'wahanse', 'me', 'de', 'dakke', 'nathi', 'eka', 'hodai', 'eka', 'athakin']",1,"['sobitha', 'hamuduruwo', 'hitiye', 'nathi', 'eka', 'num', 'loku', 'deyak', 'un', 'wahanse', 'me', 'de', 'dakke', 'nathi', 'eka', 'hodai', 'eka', 'athakin']"
258,523,"['ඔයා', '?', 'අපගේ', 'සොල්දාදුවන්ට', 'දොස්', 'කියන්නෙමු', '!', 'අපේ', 'ඊනියා', 'මුස්ලිම්', 'ඇමතිවරුන්', '22', 'දෙනා', 'කරන්නේ', 'කුමක්', 'ද', '?']",1,['22']
