,PhraseNo,Phrase,IsHateSpeech,Tokens
314,500,"['සමහර', 'මිනිස්සු', 'හෙන', 'ගහනවා', 'වගේ', 'කියන', 'කතා', 'වලින්', 'කලකිරෙනවා', 'ඔක්කොම', '.කිසිම', 'දෙයක්', 'බලාපොරොත්තුවෙන්', 'නෙවේ', 'අපි', 'උන්', 'එක්ක', 'ඉන්නේ', 'උන්', 'බලන්න', 'යන්නේ.ඒත්', 'අන්තිමට', 'උන්ම', 'සැර', 'දානව', 'එන්නෙපා', 'අරක', 'මේක', 'කියලා', 'අපි', 'හේතු', 'දන්නෙත්', 'නෑ.අවුරුදු', 'ගාණකට', 'ගමෙන්', 'නගරයෙන්', 'පිටවෙලා', 'යන්න', 'මේක', 'තමා', 'කාලය.තීරණක්', 'ගත්තා', '.']",1,"['සමහර', 'මිනිස්සු', 'හෙන', 'ගහනවා', 'වගේ', 'කියන', 'කතා', 'වලින්', 'කලකිරෙනවා', 'ඔක්කොම', '.කිසිම', 'දෙයක්', 'බලාපොරොත්තුවෙන්', 'නෙවේ', 'අපි', 'උන්', 'එක්ක', 'ඉන්නේ', 'උන්', 'බලන්න', 'යන්නේ.ඒත්', 'අන්තිමට', 'උන්ම', 'සැර', 'දානව', 'එන්නෙපා', 'අරක', 'මේක', 'කියලා', 'අපි', 'හේතු', 'දන්නෙත්', 'නෑ.අවුරුදු', 'ගාණකට', 'ගමෙන්', 'නගරයෙන්', 'පිටවෙලා', 'යන්න', 'මේක', 'තමා', 'කාලය.තීරණක්', 'ගත්තා']"
315,501,"['ආතල්', 'එකේ', 'ඉන්න', 'කොල්ලෙක්ට', 'කෙල්ලෙක්', 'සෙට්', 'උන', 'මුල්ම', 'දවස්', 'වල', 'කෙල්ල', '-', 'ඔයා', 'මරු', 'අනේ..', 'නිතරම', 'විහිලුවෙන්මයි', 'ඉන්නෙ..', 'ටික', 'කාලෙකට', 'පස්සෙ', 'කෙල්ල', '-', 'ඔයාට', 'හැමදේම', 'joke', 'එකක්', 'ද', '?', '?', 'ඇයි', 'බං', '!', 'ඇයි', 'මෙහෙම', '!', '!']",1,"['ආතල්', 'එකේ', 'ඉන්න', 'කොල්ලෙක්ට', 'කෙල්ලෙක්', 'සෙට්', 'උන', 'මුල්ම', 'දවස්', 'වල', 'කෙල්ල', 'ඔයා', 'මරු', 'අනේ..', 'නිතරම', 'විහිලුවෙන්මයි', 'ඉන්නෙ..', 'ටික', 'කාලෙකට', 'පස්සෙ', 'කෙල්ල', 'ඔයාට', 'හැමදේම', 'එකක්', 'ද', 'ඇයි', 'බං', 'ඇයි', 'මෙහෙම']"
316,502,"['කොල්ලා', 'එක්ක', 'කාබර', 'කාබර', 'ගානේ', 'රිංගලා', 'පොටෝ', 'ගැහුවා', 'වගේ', 'නෙවෙයි', 'නඟේ', '...', 'පැණි', 'වරකා', 'ගහටත්', 'හෙන', 'ගහනවා', 'කියලා', 'මතක', 'තියාගන්න']",1,"['කොල්ලා', 'එක්ක', 'කාබර', 'කාබර', 'ගානේ', 'රිංගලා', 'පොටෝ', 'ගැහුවා', 'වගේ', 'නෙවෙයි', 'නඟේ', 'පැණි', 'වරකා', 'ගහටත්', 'හෙන', 'ගහනවා', 'කියලා', 'මතක', 'තියාගන්න']"
317,503,"['මුං', 'හින්දා', 'උබලා', 'රණ්ඩු', 'වෙන්න', 'එපා', 'බං', 'රටට', 'යහපත්', 'දෙයක්', 'කරලා', 'තියෙනවා', 'නම්', 'මුං', 'ගැන', 'ආඩම්බර', 'වෙන්න', 'තිබුණා', 'ඔක්කොම', 'එකයි', 'එකෙක්', 'දෙනෙක්', 'කරන', 'වැඩ', 'වලට', 'මුළු', 'සංහතියටම', 'නරක', 'නමක්', 'අපේ', 'රටේ', 'තවත්', 'හොඳ', 'නිලියන්', 'ඉන්නවා', 'තිසුරි', 'ඒවගේම', 'තවත්', 'අය', 'ඉන්නවා', 'මේ', 'වගේ', 'ගොන්', 'ආතල්', 'අරං', 'නෑ', '.', 'අනික', 'තමයි', 'ඕනම', 'වෙඩිමකදි', 'මනමාලයා', 'හා', 'මනමාලි', 'කාවත්', 'වඩාගෙන', 'නටන්නේ', 'නෑ', 'තමන්ගේ', 'අයිතිකාරයා', 'ඇරෙන්න', 'අනික', 'වෙඩිමෙදි', 'වෙඩිම', 'දාලා', 'යාළුවෙක්', 'එක්ක', 'උනත්', 'ඒ', 'ස්ථානයෙන්', 'පිටව', 'යන්නේ', 'නෑ', 'මේකේ', 'ඇත්ත', 'නැත්ත', 'අපිට', 'වැඩක්', 'නෑ', 'ඒත්', 'අපි', 'කියන්නේ', 'හරි', 'යහපත්', 'දෙයක්', 'කරන්න', 'තමන්ට', 'වරදින්නේ', 'නෑ', 'කියලා', 'විතරයි']",1,"['මුං', 'හින්දා', 'උබලා', 'රණ්ඩු', 'වෙන්න', 'එපා', 'බං', 'රටට', 'යහපත්', 'දෙයක්', 'කරලා', 'තියෙනවා', 'නම්', 'මුං', 'ගැන', 'ආඩම්බර', 'වෙන්න', 'තිබුණා', 'ඔක්කොම', 'එකයි', 'එකෙක්', 'දෙනෙක්', 'කරන', 'වැඩ', 'වලට', 'මුළු', 'සංහතියටම', 'නරක', 'නමක්', 'අපේ', 'රටේ', 'තවත්', 'හොඳ', 'නිලියන්', 'ඉන්නවා', 'තිසුරි', 'ඒවගේම', 'තවත්', 'අය', 'ඉන්නවා', 'මේ', 'වගේ', 'ගොන්', 'ආතල්', 'අරං', 'නෑ', 'අනික', 'තමයි', 'ඕනම', 'වෙඩිමකදි', 'මනමාලයා', 'හා', 'මනමාලි', 'කාවත්', 'වඩාගෙන', 'නටන්නේ', 'නෑ', 'තමන්ගේ', 'අයිතිකාරයා', 'ඇරෙන්න', 'අනික', 'වෙඩිමෙදි', 'වෙඩිම', 'දාලා', 'යාළුවෙක්', 'එක්ක', 'උනත්', 'ඒ', 'ස්ථානයෙන්', 'පිටව', 'යන්නේ', 'නෑ', 'මේකේ', 'ඇත්ත', 'නැත්ත', 'අපිට', 'වැඩක්', 'නෑ', 'ඒත්', 'අපි', 'කියන්නේ', 'හරි', 'යහපත්', 'දෙයක්', 'කරන්න', 'තමන්ට', 'වරදින්නේ', 'නෑ', 'කියලා', 'විතරයි']"
318,504,"['fity', 'උබ', 'රටට', 'ලොකු', 'විනාශයක්', 'උබ', 'සින්දු', 'කියලා', 'YouTube', 'එකේ', 'අප්ලෝඩ්', 'කරන්නේ', 'දඩාවත', 'වීඩියෝ', 'උබගේ', 'මුහුනේම', 'දඩාවත', 'පෙනුම', 'තියෙනවා', 'කරුණාකරලා', 'ජරාව', 'වීඩියෝ', 'ප්\u200dරසිද්ධ', 'කරන්න', 'එපා']",1,"['උබ', 'රටට', 'ලොකු', 'විනාශයක්', 'උබ', 'සින්දු', 'කියලා', 'එකේ', 'අප්ලෝඩ්', 'කරන්නේ', 'දඩාවත', 'වීඩියෝ', 'උබගේ', 'මුහුනේම', 'දඩාවත', 'පෙනුම', 'තියෙනවා', 'කරුණාකරලා', 'ජරාව', 'වීඩියෝ', 'ප්\u200dරසිද්ධ', 'කරන්න', 'එපා']"
319,505,"['මේ', 'රටේ', 'මොන', 'තරම්', 'දේවල්', 'තියනවද', 'මාධ්\u200dය', 'හරහා', 'මිනුසුන්ව', 'දැනුවත්', 'කරන්න', '.', 'මේ', 'වගේ', 'වැඩකට', 'නැති', 'අසභ්\u200dය', 'විදිහට', 'සමාජ', 'සාරධර්ම', 'කෙලසන', '.', 'ගණිකාවන්', 'හට', 'ජනප්\u200dරියත්වය', 'ලබා', 'නොදී', '.', 'ඔබේ', 'මාධ්\u200dය', 'ප්\u200dරයොජනවත්', 'දෙයකට', 'යොදවන්න', '.']",1,"['මේ', 'රටේ', 'මොන', 'තරම්', 'දේවල්', 'තියනවද', 'මාධ්\u200dය', 'හරහා', 'මිනුසුන්ව', 'දැනුවත්', 'කරන්න', 'මේ', 'වගේ', 'වැඩකට', 'නැති', 'අසභ්\u200dය', 'විදිහට', 'සමාජ', 'සාරධර්ම', 'කෙලසන', 'ගණිකාවන්', 'හට', 'ජනප්\u200dරියත්වය', 'ලබා', 'නොදී', 'ඔබේ', 'මාධ්\u200dය', 'ප්\u200dරයොජනවත්', 'දෙයකට', 'යොදවන්න']"
320,506,"['පින්', 'සිද්දවෙයි', 'සිංහලෙන්', 'කතා', 'කරපල්ලා.නැත්නම්', 'ඉංග්\u200dරීසියෙන්', 'කතා', 'කරපල්ලා.මෙයාලගේ', 'කතාව', 'නම්', 'අහන්', 'ඉන්න', 'ලැජ්ජයි']",1,"['පින්', 'සිද්දවෙයි', 'සිංහලෙන්', 'කතා', 'කරපල්ලා.නැත්නම්', 'ඉංග්\u200dරීසියෙන්', 'කතා', 'කරපල්ලා.මෙයාලගේ', 'කතාව', 'නම්', 'අහන්', 'ඉන්න', 'ලැජ්ජයි']"
321,507,"['ඔවු', 'ගොඩාක්', 'හොදයී', 'ඉදුණිල්', 'මහත්තයා', 'අපි', 'දුර', 'ඉදන්', 'හරි', 'බලන්නම්', 'අපේ', 'ගමේ', 'නිතර', 'එන', 'කෙනෙක්', 'ගොඩාක්', 'අයට', 'උදවු', 'කරලා', 'තියෙනවා', 'මට', 'හැර']",1,"['ඔවු', 'ගොඩාක්', 'හොදයී', 'ඉදුණිල්', 'මහත්තයා', 'අපි', 'දුර', 'ඉදන්', 'හරි', 'බලන්නම්', 'අපේ', 'ගමේ', 'නිතර', 'එන', 'කෙනෙක්', 'ගොඩාක්', 'අයට', 'උදවු', 'කරලා', 'තියෙනවා', 'මට', 'හැර']"
322,508,"['තියන', 'අයට', 'දෙනවට', 'වැඩියෙ', 'අසරන', 'අය', 'කොච්චර', 'ඉන්නවද', 'එ්', 'අයටනෙ', 'දෙන්න', 'ඔිනා', '.']",1,"['තියන', 'අයට', 'දෙනවට', 'වැඩියෙ', 'අසරන', 'අය', 'කොච්චර', 'ඉන්නවද', 'එ්', 'අයටනෙ', 'දෙන්න', 'ඔිනා']"
323,509,"['අපෝ', 'නැ', 'එයාලට', 'ඔන', 'අයට', 'ව්තරයි', 'උදවු', 'කරන්නේ', 'අපිට', 'මොනවාද', 'කරන්නේ', 'එයාලා', 'හැමදාම', 'පොරොන්දු', 'ව්තරයි', 'මං', 'මෙහෙම', 'කීවාට', 'තරහ', 'ගන්න', 'ඔන', 'නැ', 'ඇත්ත', 'කටත්', 'තිත්තයි']",1,"['අපෝ', 'නැ', 'එයාලට', 'ඔන', 'අයට', 'ව්තරයි', 'උදවු', 'කරන්නේ', 'අපිට', 'මොනවාද', 'කරන්නේ', 'එයාලා', 'හැමදාම', 'පොරොන්දු', 'ව්තරයි', 'මං', 'මෙහෙම', 'කීවාට', 'තරහ', 'ගන්න', 'ඔන', 'නැ', 'ඇත්ත', 'කටත්', 'තිත්තයි']"
324,511,"['මහත්තයෝ', 'ඔයාගේ', 'ක්\u200dරියාවලිය', 'හොදයි', '.ඔයාගේ', 'නමට', '.නමුත්', 'මම', 'හිතන්නේ', 'ඉන්න', 'හිටින්ඩ', 'තැනක්', 'නැති', '..එක', 'මිනිහෙකුට', 'උදවු', 'කෙරුවා', 'නම්', 'ඔයිට', 'වඩා', 'ලොකු', 'පිනක්', '...']",1,"['මහත්තයෝ', 'ඔයාගේ', 'ක්\u200dරියාවලිය', 'හොදයි', '.ඔයාගේ', 'නමට', '.නමුත්', 'මම', 'හිතන්නේ', 'ඉන්න', 'හිටින්ඩ', 'තැනක්', 'නැති', '..එක', 'මිනිහෙකුට', 'උදවු', 'කෙරුවා', 'නම්', 'ඔයිට', 'වඩා', 'ලොකු', 'පිනක්']"
325,513,"['මෙවගෙ', 'බාල', 'දෙවල්', 'කරල', 'සතුටු', 'වෙන්න', 'එපා', 'මත්තයො', 'ඔයා', 'බොඩ්', 'එකේ', 'දාලා', 'තිබුනනම්', 'දෙන්නෙ100ය්', 'කියලා', 'මිනිස්සු', 'ඔච්චර', 'එනවද', 'අද', 'වගෙ', 'උතුම්', 'දවසක', 'මිනිස්සු', 'රවට්ටලා', 'පව්', 'සිද්ද', 'කරගන්න', 'එපා']",1,"['මෙවගෙ', 'බාල', 'දෙවල්', 'කරල', 'සතුටු', 'වෙන්න', 'එපා', 'මත්තයො', 'ඔයා', 'බොඩ්', 'එකේ', 'දාලා', 'තිබුනනම්', 'දෙන්නෙ100ය්', 'කියලා', 'මිනිස්සු', 'ඔච්චර', 'එනවද', 'අද', 'වගෙ', 'උතුම්', 'දවසක', 'මිනිස්සු', 'රවට්ටලා', 'පව්', 'සිද්ද', 'කරගන්න', 'එපා']"
326,515,"['ගැහුවොත්', 'ගහපං', 'මැරුවොත්', 'මරපන්', 'එකට', 'එක', 'කරපං', '...', '..', 'ඒකද', 'අපේ', 'අපේක්ෂාව..', 'ඒකටද', 'අපි', 'මිනිස්සු', 'වුණේ', '...', 'රටේ', 'උත්තරීතර', 'තැන', 'මේ', 'ඉන්නේ', 'ඊට', 'සුදුස්සොද', 'මේ', 'මහජන', 'නියෝජිතයෝද', '...', 'කණ්නාඩි', 'පාට', 'නැතුව', 'කල්පනා', 'කරන්න', '.']",1,"['ගැහුවොත්', 'ගහපං', 'මැරුවොත්', 'මරපන්', 'එකට', 'එක', 'කරපං', 'ඒකද', 'අපේ', 'අපේක්ෂාව..', 'ඒකටද', 'අපි', 'මිනිස්සු', 'වුණේ', 'රටේ', 'උත්තරීතර', 'තැන', 'මේ', 'ඉන්නේ', 'ඊට', 'සුදුස්සොද', 'මේ', 'මහජන', 'නියෝජිතයෝද', 'කණ්නාඩි', 'පාට', 'නැතුව', 'කල්පනා', 'කරන්න']"
327,516,"['මෙය', 'දකින', 'වාරයක්', 'පාසා', 'මගෙ', 'නෙතටත්', 'කදුලු', 'උනනවා', '...', 'මගේ', 'පුතුන්', 'ටත්', 'මේවැනිම', 'හැගිමක්', 'ඇති', 'නේ', 'කියලා', 'පිය', 'සෙනෙහස', 'සෙව්වත්', 'ඔවුන්ගේම', 'අනගතය', 'සරිකරලීමට', 'දුරු', 'රටක', 'මේ', 'ගෙවන', 'කටුක', 'ජිවිතය']",1,"['මෙය', 'දකින', 'වාරයක්', 'පාසා', 'මගෙ', 'නෙතටත්', 'කදුලු', 'උනනවා', 'මගේ', 'පුතුන්', 'ටත්', 'මේවැනිම', 'හැගිමක්', 'ඇති', 'නේ', 'කියලා', 'පිය', 'සෙනෙහස', 'සෙව්වත්', 'ඔවුන්ගේම', 'අනගතය', 'සරිකරලීමට', 'දුරු', 'රටක', 'මේ', 'ගෙවන', 'කටුක', 'ජිවිතය']"
328,518,"['රනිල්ව', 'එලවන්න', 'ඕන', 'නම්', 'ඒක', 'විශ්වාසභංගයක්', 'හෝ', 'අය', 'වැය', 'පරාජය', 'කිරීමක්', 'මගින්', 'පහසුවෙන්', 'සහ', 'විවස්ථාව', 'කඩ', 'නොවෙන', 'ආකාරයට', 'කරන්න', 'තිබුණා', 'ලෝකයා', 'හිනස්සන්නේ', 'නැතුව']",1,"['රනිල්ව', 'එලවන්න', 'ඕන', 'නම්', 'ඒක', 'විශ්වාසභංගයක්', 'හෝ', 'අය', 'වැය', 'පරාජය', 'කිරීමක්', 'මගින්', 'පහසුවෙන්', 'සහ', 'විවස්ථාව', 'කඩ', 'නොවෙන', 'ආකාරයට', 'කරන්න', 'තිබුණා', 'ලෝකයා', 'හිනස්සන්නේ', 'නැතුව']"
329,520,"['දෙමාපියන්', 'මෙහෙම', 'අසරන', 'කරන්නෙ', 'ඇයි', 'දෙවියනි']",0,"['දෙමාපියන්', 'මෙහෙම', 'අසරන', 'කරන්නෙ', 'ඇයි', 'දෙවියනි']"
330,521,"['මුළු', 'ලෝකයම', 'අපට', 'විශාල', 'ගැටලුවක්', 'තිබේ', ':', 'මුස්ලිම්වරු', '!', 'මම', 'ඉන්නේ', 'යුරෝපයෙන්', 'සහ', 'තවත්', 'මුස්ලිම්', 'ජාතිකයන්', 'අප', 'වෙත', 'පැමිණි', 'අතර', 'ඔවුන්', 'වඩාත්', 'අපරාධ', 'සහ', 'අප', 'වෙත', 'එරෙහිව', 'සටන්', 'කරති', '.', 'අපි', 'සියල්ලන්ම', 'මුස්ලිම්වරු', 'සියලු', 'දෙනාටම', 'ලෝකය', 'නවත්වන්නෙමු', '!']",1,"['මුළු', 'ලෝකයම', 'අපට', 'විශාල', 'ගැටලුවක්', 'තිබේ', 'මුස්ලිම්වරු', 'මම', 'ඉන්නේ', 'යුරෝපයෙන්', 'සහ', 'තවත්', 'මුස්ලිම්', 'ජාතිකයන්', 'අප', 'වෙත', 'පැමිණි', 'අතර', 'ඔවුන්', 'වඩාත්', 'අපරාධ', 'සහ', 'අප', 'වෙත', 'එරෙහිව', 'සටන්', 'කරති', 'අපි', 'සියල්ලන්ම', 'මුස්ලිම්වරු', 'සියලු', 'දෙනාටම', 'ලෝකය', 'නවත්වන්නෙමු']"
331,522,"['පළමුව', ',', 'ඔබේ', 'ජනතාව', 'අහිංසක', 'මිනිසා', 'ඝාතනය', 'කිරීමේ', 'ක්රියාවලිය', 'ආරම්භ', 'කරමු', '.', 'ඔයා', 'හැමෝටම', 'මිලක්', 'ගෙවන්න', 'වෙනවා', '...', 'රුධිරයට', 'රුධිරය', '...', '.', 'ඒ', 'සියල්ලම', '.', 'ඔබ', 'සිවිල්', 'යුද්ධය', 'ආරම්භ', 'කරමු', '...', 'අපි', 'එය', 'දන්නවා', '.']",1,"['පළමුව', 'ඔබේ', 'ජනතාව', 'අහිංසක', 'මිනිසා', 'ඝාතනය', 'කිරීමේ', 'ක්රියාවලිය', 'ආරම්භ', 'කරමු', 'ඔයා', 'හැමෝටම', 'මිලක්', 'ගෙවන්න', 'වෙනවා', 'රුධිරයට', 'රුධිරය', 'ඒ', 'සියල්ලම', 'ඔබ', 'සිවිල්', 'යුද්ධය', 'ආරම්භ', 'කරමු', 'අපි', 'එය', 'දන්නවා']"
332,523,"['ඔයා', '?', 'අපගේ', 'සොල්දාදුවන්ට', 'දොස්', 'කියන්නෙමු', '!', 'අපේ', 'ඊනියා', 'මුස්ලිම්', 'ඇමතිවරුන්', '22', 'දෙනා', 'කරන්නේ', 'කුමක්', 'ද', '?']",1,"['ඔයා', 'අපගේ', 'සොල්දාදුවන්ට', 'දොස්', 'කියන්නෙමු', 'අපේ', 'ඊනියා', 'මුස්ලිම්', 'ඇමතිවරුන්', 'දෙනා', 'කරන්නේ', 'කුමක්', 'ද']"
333,524,"['ලංකාවෙන්', 'පිටවෙන්න']",1,"['ලංකාවෙන්', 'පිටවෙන්න']"
334,525,"['ශ්රී', 'ලාංකික', 'මුස්ලිම්වරුන්', 'වෙනුවෙන්', 'යාච්ඤා', 'කරන්න', '.', 'ශ්රී', 'ලංකා', 'බෞද්ධ', 'බෝධීන්', 'වහන්සේලාට', 'ප්රහාරයක්']",0,"['ශ්රී', 'ලාංකික', 'මුස්ලිම්වරුන්', 'වෙනුවෙන්', 'යාච්ඤා', 'කරන්න', 'ශ්රී', 'ලංකා', 'බෞද්ධ', 'බෝධීන්', 'වහන්සේලාට', 'ප්රහාරයක්']"
335,528,"['එය', 'මුළු', 'ලෝකයම', 'කොහෙත්ම', 'නොපෙනෙන', 'තත්ත්වයක්', 'බවට', 'පත්', 'වේ', '.', 'මුස්ලිම්වරු', 'සමහර', 'විට', 'මුස්ලිම්වරුන්', 'සමහර', 'විට', 'විනාශ', 'කරති', '.']",0,"['එය', 'මුළු', 'ලෝකයම', 'කොහෙත්ම', 'නොපෙනෙන', 'තත්ත්වයක්', 'බවට', 'පත්', 'වේ', 'මුස්ලිම්වරු', 'සමහර', 'විට', 'මුස්ලිම්වරුන්', 'සමහර', 'විට', 'විනාශ', 'කරති']"
336,529,"['මෙිි', 'හුත්තිට', 'සතුටුයිලු', 'අපේ', 'රටහරක්ටිකටත්', 'සතුටුඇති', 'අපේ', 'හාමුදුරැන්\u2063ට', 'දුන්න', 'දඩුවමට', 'දුකයි', 'ඊටත්වැඩිය', 'මරාගන', 'මැරෙන්න', 'හිතෙන්නෙ', 'අපෙහාමුදුරැවන්ට', 'ජමිිබරේ', 'අන්දපුඑකට', 'යකෝ']",1,"['මෙිි', 'හුත්තිට', 'සතුටුයිලු', 'අපේ', 'රටහරක්ටිකටත්', 'සතුටුඇති', 'අපේ', 'හාමුදුරැන්\u2063ට', 'දුන්න', 'දඩුවමට', 'දුකයි', 'ඊටත්වැඩිය', 'මරාගන', 'මැරෙන්න', 'හිතෙන්නෙ', 'අපෙහාමුදුරැවන්ට', 'ජමිිබරේ', 'අන්දපුඑකට', 'යකෝ']"
337,530,"['මුස්ලිම්වරු', 'ප්රකෝප', 'කිරීම', 'නවත්වන්න', ':', 'ඔවුන්', 'දින', '17', 'ක්', 'දිනකට', 'ශාප', 'කරති', '!']",1,"['මුස්ලිම්වරු', 'ප්රකෝප', 'කිරීම', 'නවත්වන්න', 'ඔවුන්', 'දින', 'ක්', 'දිනකට', 'ශාප', 'කරති']"
338,531,"['ඔව්', ',', 'මුස්ලිම්වරු', 'උඹේ', 'ඩෝග්ස්', '...', 'එපා', '...', 'එපා', 'මොනතරම්', 'ලජ්ජාවක්ද', '!', 'ඉස්ලාමිය']",1,"['ඔව්', 'මුස්ලිම්වරු', 'උඹේ', 'ඩෝග්ස්', 'එපා', 'එපා', 'මොනතරම්', 'ලජ්ජාවක්ද', 'ඉස්ලාමිය']"
339,532,"['කිසිම', 'කිතුනුවකු', 'යාච්ඤා', 'කළ', 'යුතු', 'අතර', ',', 'මුස්ලිම්වරුන්', 'සාමකාමී', 'ලෙස', 'ක්රිස්තියානි', 'ආගමට', 'හැරවීමට', 'උත්සාහ', 'කරති']",0,"['කිසිම', 'කිතුනුවකු', 'යාච්ඤා', 'කළ', 'යුතු', 'අතර', 'මුස්ලිම්වරුන්', 'සාමකාමී', 'ලෙස', 'ක්රිස්තියානි', 'ආගමට', 'හැරවීමට', 'උත්සාහ', 'කරති']"
340,533,"['නොම්මර', 'එකේ', 'බුකී', 'කාරයා', 'සභාපති', 'පුටුවේ', 'තියන්', 'ටෙස්ට්', 'තත්වෙ', 'හරි', 'රැකගෙන', 'ඉන්නවට', 'අපේ', 'කොල්ලො', 'ටිකට', 'තැගි', 'දෙන්න', 'ඕනෙ', '...']",0,"['නොම්මර', 'එකේ', 'බුකී', 'කාරයා', 'සභාපති', 'පුටුවේ', 'තියන්', 'ටෙස්ට්', 'තත්වෙ', 'හරි', 'රැකගෙන', 'ඉන්නවට', 'අපේ', 'කොල්ලො', 'ටිකට', 'තැගි', 'දෙන්න', 'ඕනෙ']"
341,534,"['.දැක්ක', 'නේ', 'පිච්', 'කපල', 'මැච්', 'විකුනපු', 'හැටි..ටොස්', 'දිනල', 'මැච්', 'විකුණපු', 'හැටි', '...', 'මාලිංගට', 'බෝල්', 'නොදී', 'මැච්', 'විකුණපු', 'හැටි..', '350', 'ක්', 'ගහන්න', 'පුඵවන්', 'මැච්', 'එකේ', 'කොහේවත්', 'නැති', 'එකෙක්', 'බැට්', 'එක', 'උස්සන්', 'ඇවිත්', '313', 'ට', 'ලකුණු', 'සීමා', 'කරලා', 'මැව්', 'පරද්දපු', 'හැටි', '...', '...', '...']",0,"['.දැක්ක', 'නේ', 'පිච්', 'කපල', 'මැච්', 'විකුනපු', 'හැටි..ටොස්', 'දිනල', 'මැච්', 'විකුණපු', 'හැටි', 'මාලිංගට', 'බෝල්', 'නොදී', 'මැච්', 'විකුණපු', 'හැටි..', 'ක්', 'ගහන්න', 'පුඵවන්', 'මැච්', 'එකේ', 'කොහේවත්', 'නැති', 'එකෙක්', 'බැට්', 'එක', 'උස්සන්', 'ඇවිත්', 'ට', 'ලකුණු', 'සීමා', 'කරලා', 'මැව්', 'පරද්දපු', 'හැටි']"
342,535,"['අනේ', '...', 'මේ', 'කිරිකැටියන්ට', 'තේරෙනවයැ', 'ඇඳට', 'ගෙනියනකන්', 'ඕව', '!', 'තම්බියොන්ට', 'චූටි', 'කෙල්ලොන්ගෙන්', 'උපරිම', 'සතුට', 'ගැනීමට', 'සහ', 'සමස්ත', 'ඉස්ලාම්', 'පිරිමින්ගේ', 'වාසියට', 'ම', 'ඔවුන්ගේ', 'ලොක්කා', 'සාදා', 'ගොස්', 'තිබෙන', 'ආගමික', 'නීතියේ', 'අප', 'දකින', 'එක්', 'විවාහ', 'උත්සවයක්', 'පමණි', 'මේ', '!']",1,"['අනේ', 'මේ', 'කිරිකැටියන්ට', 'තේරෙනවයැ', 'ඇඳට', 'ගෙනියනකන්', 'ඕව', 'තම්බියොන්ට', 'චූටි', 'කෙල්ලොන්ගෙන්', 'උපරිම', 'සතුට', 'ගැනීමට', 'සහ', 'සමස්ත', 'ඉස්ලාම්', 'පිරිමින්ගේ', 'වාසියට', 'ම', 'ඔවුන්ගේ', 'ලොක්කා', 'සාදා', 'ගොස්', 'තිබෙන', 'ආගමික', 'නීතියේ', 'අප', 'දකින', 'එක්', 'විවාහ', 'උත්සවයක්', 'පමණි', 'මේ']"
343,536,"['අද', 'ජාතිවාදී', 'ලේබලයට', 'බොරු', 'බියක්', 'ඇති', 'කර', 'ගෙන', 'නිහඬව', 'සිටින', 'ඔබට', 'යි', 'මේ', 'කියන්නේ', '...', 'ඔබලා', 'නං', 'කාලා', 'බීලා', 'ජොලියෙන්', 'ඉඳලා', 'හරි', 'හම්බත්', 'කරලා', 'මැරිල', 'යයි', '!', 'මතු', 'දිනෙක', 'ඔබේ', 'මිණිබිරිය', 'හෝ', 'ඔවුන්ගේ', '¥වරු', 'මුස්ලිම්', 'ලංකාවක', ',', 'මෙම', 'ව්\u200dයසනයට', 'ගොදුරු', 'වනවා', 'නිසැක', 'ය', '.']",1,"['අද', 'ජාතිවාදී', 'ලේබලයට', 'බොරු', 'බියක්', 'ඇති', 'කර', 'ගෙන', 'නිහඬව', 'සිටින', 'ඔබට', 'යි', 'මේ', 'කියන්නේ', 'ඔබලා', 'නං', 'කාලා', 'බීලා', 'ජොලියෙන්', 'ඉඳලා', 'හරි', 'හම්බත්', 'කරලා', 'මැරිල', 'යයි', 'මතු', 'දිනෙක', 'ඔබේ', 'මිණිබිරිය', 'හෝ', 'ඔවුන්ගේ', '¥වරු', 'මුස්ලිම්', 'ලංකාවක', 'මෙම', 'ව්\u200dයසනයට', 'ගොදුරු', 'වනවා', 'නිසැක', 'ය']"
344,537,"['අනෙක්', 'වැදගත්', 'ම', 'දෙය', 'නම්', 'බෞද්ධයන්', 'පුනර්භවය', 'විශ්වාස', 'කරනා', 'බැවින්', ',', 'ඔබගේ', 'මීළඟ', 'භවයේ', 'දී', 'ඔබ', 'ම', 'ඔබගේ', 'මුණුබුරු', 'පරම්පරාවට', 'මෙසේ', 'දාව', 'ඉපිද', 'මෙම', 'ඛේදජනක', 'ඉරණමට', 'ගොදුරක්', 'වී', 'එදාට', 'අපා', 'දුක්', 'විඳින්නේ', 'ය…']",0,"['අනෙක්', 'වැදගත්', 'ම', 'දෙය', 'නම්', 'බෞද්ධයන්', 'පුනර්භවය', 'විශ්වාස', 'කරනා', 'බැවින්', 'ඔබගේ', 'මීළඟ', 'භවයේ', 'දී', 'ඔබ', 'ම', 'ඔබගේ', 'මුණුබුරු', 'පරම්පරාවට', 'මෙසේ', 'දාව', 'ඉපිද', 'මෙම', 'ඛේදජනක', 'ඉරණමට', 'ගොදුරක්', 'වී', 'එදාට', 'අපා', 'දුක්', 'විඳින්නේ', 'ය…']"
